iter	RMSE
149	0.1683602635
150	0.1682208588
151	0.1681145383
152	0.1679276453
153	0.1677537304
154	0.1676442823
155	0.1675788858
156	0.1673958468
157	0.1671351816
158	0.1670774967
159	0.1668898901
160	0.166736134
161	0.1666639039
162	0.1665733776
163	0.1663839048
164	0.1662281597
165	0.1660524666
166	0.1659762164
167	0.1658344932
168	0.1657403354
169	0.165616375
170	0.165533001
171	0.1653919473
172	0.1651557155
173	0.1650836944
174	0.1650079677
175	0.1648928442
176	0.1647702795
177	0.1646966153
178	0.1646404944
179	0.1645672604
180	0.1644893815
181	0.1644289669
182	0.1642566725
183	0.16421822
184	0.1640755933
185	0.1637972238
186	0.1637255535
187	0.1635929837
188	0.1634820915
189	0.1633326774
190	0.1632018672
191	0.163108202
192	0.1629228856
193	0.1627159143
194	0.162672366
195	0.1626170435
196	0.162527059
197	0.1624888541
198	0.1624527838
199	0.1623053403
200	0.1622747278
201	0.1621560273
202	0.1620653782
203	0.1620179224
204	0.1619149491
205	0.1617567817
206	0.1615302437
207	0.1613814104
208	0.1612774569
209	0.1611355659
210	0.1611056533
211	0.1609367402
212	0.1607655815
213	0.1607096375
214	0.1605392677
215	0.160511063
216	0.1604481318
217	0.1603258681
218	0.1602104777
219	0.1600623586
220	0.1599139098
221	0.1597774262
222	0.1596669653
223	0.1595603051
224	0.1594376136
225	0.1594101879
226	0.1592501725
227	0.1591193705
228	0.1589994785
229	0.1588977874
230	0.1588544491
231	0.1588002122
232	0.1586821696
233	0.1585713143
234	0.1585512708
235	0.158501725
236	0.158465981
237	0.158447039
238	0.1583977014
239	0.1583102627
240	0.1581840694
241	0.1581241795
242	0.158002002
243	0.1578569539
244	0.1577491893
245	0.1577186415
246	0.1576216954
247	0.1576083695
248	0.1574972534
249	0.1574371229
250	0.1573244632
251	0.1573102111
252	0.1572992301
253	0.1571465305
254	0.1570804717
255	0.157034413
256	0.1569453464
257	0.1569331951
258	0.1567659873
259	0.1566421226
260	0.1566129866
261	0.1565944352
262	0.1564236401
263	0.1563970048
264	0.1562808235
265	0.1562711535
266	0.1561673668
267	0.1560488161
268	0.1559253239
269	0.1558200721
270	0.155709383
271	0.1556511639
272	0.1555699813
273	0.1554905889
274	0.1553521476
275	0.1552232217
276	0.1552148987
277	0.1550704256
278	0.155005046
279	0.154951437
280	0.1549436885
281	0.1548125712
282	0.1547011013
283	0.1546742584
284	0.1545506051
285	0.1544096956
286	0.1542676492
287	0.1541817378
288	0.1540978509
289	0.153985081
290	0.153895314
291	0.1537381043
292	0.1536196064
293	0.1535328972
294	0.1535261735
295	0.1534673463
296	0.1533278406
297	0.1532575079
298	0.1531600758
299	0.1531105076
300	0.1530028601
301	0.1529962575
302	0.1529427331
303	0.152856455
304	0.1527670276
305	0.152758112
306	0.1527162077
307	0.1526373946
308	0.1525466986
309	0.1525422935
310	0.1525121113
311	0.1523731977
312	0.1522373918
313	0.1521468719
314	0.1520710358
315	0.1519662947
316	0.1519397454
317	0.1519119503
318	0.1518141267
319	0.1516991405
320	0.1516106899
321	0.1515056365
322	0.1514997336
323	0.1514072391
324	0.1513890048
325	0.1512642143
326	0.1511713215
327	0.1510842665
328	0.1510402694
329	0.1509698448
330	0.1509647993
331	0.1509114561
332	0.1508282806
333	0.1507390888
334	0.150679242
335	0.1506298307
336	0.1505385173
337	0.1505063798
338	0.1504083191
339	0.1503444203
340	0.1502329913
341	0.1501673724
342	0.1500846587
343	0.150079328
344	0.1500032364
345	0.1499352109
346	0.1499321248
347	0.1499277936
348	0.149813564
349	0.1497042786
350	0.1496333725
351	0.1496058134
352	0.149513375
353	0.149509561
354	0.1495042709
355	0.1494217649
356	0.1493277515
357	0.1492516819
358	0.1491717469
359	0.1490924544
360	0.1489943419
361	0.1489173861
362	0.1488869076
363	0.148790914
364	0.1487240726
365	0.1487208934
366	0.148719032
367	0.1486608788
368	0.1485839672
369	0.1485320437
370	0.1484712273
371	0.148425159
372	0.1483551251
373	0.148250566
374	0.1481907703
375	0.1481030749
376	0.1480177344
377	0.1479517746
378	0.147883303
379	0.1478180586
380	0.1477772004
381	0.1477630598
382	0.1477039947
383	0.1476156808
384	0.1474893987
385	0.1474046064
386	0.1473053318
387	0.1472349614
388	0.147193301
389	0.1471468297
390	0.1470623549
391	0.1469833552
392	0.1469337506
393	0.1468350547
394	0.1467595537
395	0.1466920978
396	0.1466597308
397	0.146573596
398	0.1465107496
399	0.1464334899
400	0.14636705
401	0.1462515671
402	0.1462125427
403	0.1461227138
404	0.1460495501
405	0.1460151168
406	0.1459373324
407	0.1458446407
408	0.1457252107
409	0.145609364
410	0.145529797
411	0.1454853632
412	0.1454196147
413	0.1453844115
414	0.1453450535
415	0.1453242038
416	0.1452166094
417	0.1451413491
418	0.1450663524
419	0.1450243673
420	0.1449650443
421	0.1449266576
422	0.1448702022
423	0.1448127169
424	0.1447049908
425	0.1446423641
426	0.1445731262
427	0.1445208347
428	0.1444664995
429	0.1444181472
430	0.1443414223
431	0.1442712778
432	0.1442114684
433	0.1442065229
434	0.1441456941
435	0.1440216956
436	0.1439545805
437	0.1438271756
438	0.1437253502
439	0.1436794791
440	0.1436233072
441	0.1434778958
442	0.1434320667
443	0.1433824894
444	0.1433425496
445	0.1433309048
446	0.1432739743
447	0.1432607354
448	0.1432109923
449	0.1431218525
450	0.1430448957
451	0.1429889589
452	0.1429349538
453	0.1428744659
454	0.1427997616
455	0.142669246
456	0.142588668
457	0.1425380956
458	0.1424851406
459	0.1424316893
460	0.1423807621
461	0.142332566
462	0.1423297556
463	0.1422698346
464	0.1422165628
465	0.1421317392
466	0.1420552925
467	0.1420039699
468	0.1419087764
469	0.1417900395
470	0.1416935768
471	0.1416286578
472	0.1415904999
473	0.1414882994
474	0.1414113581
475	0.1413193452
476	0.1412717323
477	0.1411767872
478	0.1410996097
479	0.1410345037
480	0.140972704
481	0.1409149073
482	0.1408649506
483	0.1407769224
484	0.1406840477
485	0.1406230695
486	0.1405645922
487	0.14050359
488	0.1404333354
489	0.1404245893
490	0.1403366563
491	0.1402886705
492	0.1402144325
493	0.1401247836
494	0.1400592893
495	0.1400314711
496	0.1399986449
497	0.1399642274
498	0.1399056045
499	0.1398292583
500	0.1397925002
501	0.1397342962
502	0.1396600135
503	0.1395928097
504	0.1395350021
505	0.1394899938
506	0.1394391668
507	0.1393819345
508	0.1392918146
509	0.1392305516
510	0.139157553
511	0.1391019395
512	0.1390340947
513	0.1389897923
514	0.1388791745
515	0.1388426542
516	0.1388408734
517	0.1388179692
518	0.138758522
519	0.1387185001
520	0.1386598314
521	0.1385844848
522	0.1385812388
523	0.1384888249
524	0.1384297633
525	0.1383615869
526	0.1383048828
527	0.1382529475
528	0.1381857497
529	0.1381817385
530	0.138104353
531	0.138057021
532	0.1380068197
533	0.1379673226
534	0.1379089143
535	0.1378127691
536	0.1377866238
537	0.1377826343
538	0.1377326213
539	0.1376882335
540	0.1376319284
541	0.1376308319
542	0.1375767053
543	0.137554736
544	0.1375236932
545	0.1374576335
546	0.1374121168
547	0.1374015345
548	0.1373994694
549	0.1373952698
550	0.1373337901
551	0.1372936508
552	0.1372273572
553	0.1371228857
554	0.1370626592
555	0.1369960502
556	0.1369122692
557	0.136801668
558	0.1366832595
559	0.1366299073
560	0.1365544207
561	0.1364452113
562	0.1363446478
563	0.136289206
564	0.1362086393
565	0.1361104311
566	0.136069924
567	0.1360365985
568	0.1360025515
569	0.1359416589
570	0.1358900995
571	0.1358301843
572	0.1357643866
573	0.1357145193
574	0.1357084462
575	0.1356763674
576	0.1355938776
577	0.1355739073
578	0.1355305315
579	0.135505311
580	0.1354476285
581	0.1354036163
582	0.1353521414
583	0.1353145234
584	0.1352934805
585	0.1352298752
586	0.1351686453
587	0.1350821227
588	0.1350779321
589	0.1350466555
590	0.1349974989
591	0.1349335299
592	0.1348518296
593	0.1347870053
594	0.1347310184
595	0.1347188333
596	0.1346668879
597	0.1346188523
598	0.1345671768
599	0.1345480283
600	0.1345008333
601	0.1344494437
602	0.1344122276
603	0.1343714896
604	0.1342901028
605	0.1342455606
606	0.1341956221
607	0.1341118209
608	0.1339688685
609	0.1339063519
610	0.1338511184
611	0.1338030527
612	0.1337613653
613	0.1336686554
614	0.1335572305
615	0.1335092399
616	0.1334670987
617	0.1334147485
618	0.1334023848
619	0.1333889279
620	0.1333387716
621	0.133270228
622	0.1332378542
623	0.1332043295
624	0.1330697859
625	0.132984186
626	0.1328927653
627	0.1328432603
628	0.1328045566
629	0.1327590859
630	0.1327044149
631	0.1326141935
632	0.1325868095
633	0.132558347
634	0.1325128493
635	0.1324206559
636	0.1323734277
637	0.1322963844
638	0.132247904
639	0.1321943618
640	0.1321397063
641	0.1320963306
642	0.1320696911
643	0.1320028232
644	0.1319569097
645	0.1318660971
646	0.1318172233
647	0.131733183
648	0.1316490623
649	0.1315806073
650	0.131550912
651	0.1314966067
652	0.131437475
653	0.1313723452
654	0.1313529569
655	0.1313232918
656	0.1312579982
657	0.1312084123
658	0.1311785816
659	0.1311303356
660	0.1310465974
661	0.1309951153
662	0.1309537647
663	0.1309169296
664	0.1309140682
665	0.1308823002
666	0.1308377956
667	0.1307580055
668	0.1306777282
669	0.1306427072
670	0.1306127056
671	0.1305221537
672	0.1305042134
673	0.130452063
674	0.1304191875
675	0.1303631095
676	0.1303024237
677	0.1302592776
678	0.1302233113
679	0.1302028152
680	0.1301842126
681	0.1301557107
682	0.1300588039
683	0.130036389
684	0.1299995155
685	0.1299587024
686	0.1299196926
687	0.1298670851
688	0.1298123875
689	0.1297891792
690	0.129771491
691	0.1296856751
692	0.1296388579
693	0.1296215546
694	0.1295843088
695	0.1295431411
696	0.1294928501
697	0.1294705307
698	0.129460048
699	0.1293896987
700	0.1293597053
701	0.1293031044
702	0.1292486084
703	0.1292223535
704	0.1291846302
705	0.1291467145
706	0.1291285957
707	0.1290728981
708	0.1290536577
709	0.129039753
710	0.1289884032
711	0.1289560814
712	0.1289099734
713	0.1288250854
714	0.1287638041
715	0.1286920184
716	0.1286353387
717	0.1285929512
718	0.1285418056
719	0.128509787
720	0.1284663571
721	0.128398317
722	0.1283506243
723	0.128335766
724	0.1282465428
725	0.1282090369
726	0.1281512262
727	0.1281039071
728	0.1280549968
729	0.1279709055
730	0.1279205165
731	0.1278883328
732	0.127848493
733	0.127794546
734	0.1277630182
735	0.127726493
736	0.1276985924
737	0.1276726698
738	0.1276486138
739	0.1276141958
740	0.1275970903
741	0.1275783664
742	0.1275097209
743	0.1274648719
744	0.1274331871
745	0.1274304139
746	0.1274104225
747	0.127364741
748	0.1273233161
749	0.1273005284
750	0.1272756969
751	0.1272307537
752	0.127187019
753	0.127136162
754	0.1271143798
755	0.127073709
756	0.1270373523
757	0.1269850613
758	0.1269259002
759	0.1268744976
760	0.1268254783
761	0.1268055786
762	0.1267380264
763	0.1266567294
764	0.126647194
765	0.1265700041
766	0.1265531966
767	0.1265081759
768	0.1264606793
769	0.126424097
770	0.1263788304
771	0.1263540036
772	0.1263458727
773	0.1262906399
774	0.1262576478
775	0.1262250617
776	0.1262164252
777	0.1261850415
778	0.1261160613
779	0.1260678275
780	0.1260298949
781	0.1259818561
782	0.1259737865
783	0.1258932086
784	0.1258641162
785	0.1258377096
786	0.1257840357
787	0.1257351418
788	0.1256688232
789	0.1256358449
790	0.125601856
791	0.1255725527
792	0.1255317318
793	0.1255028186
794	0.1254595687
795	0.1254245783
796	0.1253947688
797	0.1253541828
798	0.1252893792
799	0.1252262906
800	0.1252190163
801	0.1251650642
802	0.1251472006
803	0.1251183739
804	0.1250900951
805	0.1250142832
806	0.1249655039
807	0.1249592183
808	0.1249414989
809	0.1248695926
810	0.1248284717
811	0.1247879521
812	0.1247382613
813	0.124727076
814	0.1246798255
815	0.1246543977
816	0.1246337521
817	0.1246044926
818	0.1245280125
819	0.1245080778
820	0.1244724012
821	0.1244169069
822	0.1243979031
823	0.1243266668
824	0.1242830776
825	0.1242608232
826	0.1242186385
827	0.1241473776
828	0.1241034292
829	0.1240867406
830	0.1240458762
831	0.1240044949
832	0.1239741781
833	0.1239547738
834	0.123914502
835	0.1238904354
836	0.1238374698
837	0.1238196903
838	0.1237885624
839	0.1237586263
840	0.1237086601
841	0.1236807404
842	0.1236264375
843	0.1235817548
844	0.1235718189
845	0.1235309729
846	0.1234919506
847	0.1234348897
848	0.1234093369
849	0.1234026932
850	0.1233633944
851	0.1233327327
852	0.1233013737
853	0.1232826149
854	0.1232721933
855	0.123220304
856	0.1231804693
857	0.1231564677
858	0.123116093
859	0.1230807759
860	0.1230323225
861	0.1229624357
862	0.1229469784
863	0.1228936781
864	0.1228504163
865	0.1228365659
866	0.1228144261
867	0.122758368
868	0.1227307203
869	0.122687709
870	0.1226639815
871	0.1226438724
872	0.1226137768
873	0.1225648264
874	0.1225135003
875	0.1224541527
876	0.1223927444
877	0.1223659051
878	0.1223310594
879	0.1222891205
880	0.1222291047
881	0.1222253989
882	0.1221818155
883	0.1221197209
884	0.1220728511
885	0.1220532687
886	0.1220219722
887	0.121974777
888	0.1219372848
889	0.1218785183
890	0.1218368596
891	0.1218141493
892	0.1217614843
893	0.1217349224
894	0.1217076088
895	0.121638436
896	0.1215704068
897	0.1215175614
898	0.1214887108
899	0.1214440658
900	0.1214073536
901	0.1213743215
902	0.1213592967
903	0.1213252234
904	0.1213099391
905	0.1212983495
906	0.1212508535
907	0.1212359747
908	0.1211997082
909	0.1211855472
910	0.121142167
911	0.1210932978
912	0.1210535862
913	0.1209904328
914	0.1209517032
915	0.1209165603
916	0.1209056264
917	0.1208658485
918	0.1207910945
919	0.1207349022
920	0.1206813293
921	0.1206527143
922	0.1205967206
923	0.1205699712
924	0.1205315914
925	0.1205174978
926	0.1204818884
927	0.1204567585
928	0.1204370009
929	0.1203883794
930	0.1203673674
931	0.1203178587
932	0.120282021
933	0.1202202689
934	0.1201575461
935	0.1201068746
936	0.1200000131
937	0.1199623721
938	0.1199272405
939	0.119892537
940	0.1198410572
941	0.1198169843
942	0.1197762986
943	0.1197432748
944	0.1196949487
945	0.1196281172
946	0.1195713962
947	0.119546429
948	0.1195379001
949	0.1195177751
950	0.1195069772
951	0.1194715758
952	0.1194341776
953	0.1193858876
954	0.1193382949
955	0.1192846688
956	0.1192753429
957	0.1192702155
958	0.1192353336
959	0.1191921712
960	0.1191227948
961	0.1190617097
962	0.1190579015
963	0.1190415286
964	0.1189527049
965	0.1188691026
966	0.1188573692
967	0.1187898447
968	0.1187290874
969	0.1187021951
970	0.1186689051
971	0.1186371849
972	0.1186084027
973	0.1185456404
974	0.1185090793
975	0.1185070202
976	0.118476734
977	0.1184472794
978	0.1183886854
979	0.1183648501
980	0.1183458003
981	0.1183088733
982	0.1182810621
983	0.1182390515
984	0.1182146566
985	0.1181862078
986	0.1181505452
987	0.1180936882
988	0.1180606598
989	0.1180433398
990	0.1180155867
991	0.1179694859
992	0.1179395358
993	0.1178873211
994	0.1178539499
995	0.1178367533
996	0.1177899859
997	0.1177487364
998	0.1176985194
999	0.1176621038
